GCB_Fortinet_Fortigate_17,00007177:config system ntp,00007178:set ntpsync enable,正確設定
GCB_Fortinet_Fortigate_18,尚未設定
GCB_Fortinet_Fortigate_19,尚未設定
GCB_Fortinet_Fortigate_20,00002366:config system admin,00002367:edit "admin",00002403:set password ENC SH2ZQayafBjw+rpgE0EjfpQ8j1fbZTOkV4WP8eMr+ZQK7rmBYpsG8OQrLkvr00=,正確設定
GCB_Fortinet_Fortigate_20,00002366:config system admin,00002406:edit "paul",00002442:set password ENC SH2n6j1YIcHe+eLF8wcj/eBB9/Gym8D6PdLPAiH7EkWEbln4/CksZHP9Vr2/og=,正確設定
GCB_Fortinet_Fortigate_21,尚未設定
GCB_Fortinet_Fortigate_22,00002366:config system admin,00002367:edit "admin",00002402:set guest-auth disable,正確設定
GCB_Fortinet_Fortigate_22,00002366:config system admin,00002406:edit "paul",00002441:set guest-auth disable,正確設定
GCB_Fortinet_Fortigate_23,尚未設定
GCB_Fortinet_Fortigate_24,00007164:config system auto-install,00007165:set auto-install-config enable,錯誤設定
GCB_Fortinet_Fortigate_25,00007164:config system auto-install,00007166:set auto-install-image enable,錯誤設定
GCB_Fortinet_Fortigate_26,00000001:config system global,00000007:set admin-https-ssl-versions tlsv1-1 tlsv1-2,正確設定
GCB_Fortinet_Fortigate_27,00000001:config system global,00000006:set admin-https-redirect enable,正確設定
GCB_Fortinet_Fortigate_28,00000001:config system global,00000009:set admin-lockout-threshold 3,正確設定
GCB_Fortinet_Fortigate_29,00000001:config system global,00000008:set admin-lockout-duration 900,正確設定
GCB_Fortinet_Fortigate_30,00000001:config system global,00000073:set hostname "AAAAA",正確設定
GCB_Fortinet_Fortigate_31,00000001:config system global,00000056:set fds-statistics enable,錯誤設定
GCB_Fortinet_Fortigate_32,00000001:config system global,00000017:set admin-ssh-grace-time 120,正確設定
GCB_Fortinet_Fortigate_33,00000001:config system global,00000010:set admin-login-max 100,錯誤設定
GCB_Fortinet_Fortigate_34,尚未設定
GCB_Fortinet_Fortigate_35,00000001:config system global,00000039:set cfg-save automatic,錯誤設定
GCB_Fortinet_Fortigate_36,尚未設定
GCB_Fortinet_Fortigate_37,尚未設定
GCB_Fortinet_Fortigate_38,尚未設定
GCB_Fortinet_Fortigate_39,尚未設定
GCB_Fortinet_Fortigate_40,尚未設定
GCB_Fortinet_Fortigate_41,尚未設定
GCB_Fortinet_Fortigate_42,尚未設定
GCB_Fortinet_Fortigate_43,尚未設定
GCB_Fortinet_Fortigate_44,尚未設定
GCB_Fortinet_Fortigate_45,尚未設定
GCB_Fortinet_Fortigate_46,尚未設定
